Achilles tendon stress,Ankle plantar/dorsiflexion angle,Ankle in/eversion angle,Ankle in/external rotation angle,Ankle plantar/dorsiflexion moment,Ankle in/eversion moment,Ankle power,A/P GRF,M/L GRF,Hip flex/extension angle,Hip in/external rotation angle,Hip in/external rotation moment,Knee flex/extension angle,Knee in/external rotation angle,Ipsi/contralateral pelvis rotation,EMG activation for peroneus longus
2.362198945,24.4022,3.61525,-35.1207,2.39102,0.34531,19.349,0.890846,-5.20632,9.15931,26.2455,-0.00716283,25.5931,12.8228,-12.9904,0.836464084
2.560267537,21.0827,3.49139,-34.2294,2.11298,0.301683,19.417,0.721664,-5.03194,7.22842,26.5409,0.00085658,23.9713,11.4772,-13.0399,0.812394284
2.954573641,17.3249,3.32086,-32.9703,1.79705,0.251903,18.28,0.577368,-4.71098,5.38833,26.6211,0.00512135,22.3528,9.93835,-13.0356,0.787261746
4.007853117,13.2188,3.10888,-31.3534,1.46036,0.197621,16.0174,0.44643,-4.1832,3.60917,26.4905,0.00897899,20.7242,8.26193,-12.9799,0.760664901
11.29166414,8.87831,2.86487,-29.4204,1.11831,0.143078,12.8454,0.309091,-3.43992,1.86152,26.1573,0.0175443,19.0804,6.51901,-12.8784,0.731642417
29.26195405,7.98024,4.00856,-25.5638,0.905644,0.252414,-5.13539,-1.1002,2.06477,34.8699,23.0567,-0.298368,46.8174,-2.8751,-2.33939,0.941019184
11.76561194,10.141,4.1339,-26.0948,1.4933,0.367102,-9.19725,-1.14687,-0.325213,32.341,22.5819,-0.299847,45.8903,-2.3703,-2.4674,0.943368552
8.484427448,12.4206,4.26072,-26.6271,1.92319,0.446271,-12.2161,-1.27293,-2.20608,30.006,22.0519,-0.322338,45.0969,-1.78744,-2.67194,0.946107318
9.646742973,14.2368,2.75396,-19.9877,2.94271,0.64833,24.527,-0.452871,-5.9683,3.84521,25.6145,-0.109859,32.6771,-3.18966,-15.8479,0.984216401
14.28237626,11.3865,2.40379,-18.3508,2.59386,0.563458,24.6788,-0.381139,-5.80721,1.60981,24.5046,-0.0814828,30.8659,-3.98423,-15.3417,0.97743655
58.0332883,8.14202,2.03737,-16.6034,2.21588,0.471437,23.4452,-0.295559,-5.52818,-0.721104,23.1332,-0.0545216,29.013,-4.76293,-14.7489,0.969453891
6.311176931,9.71103,-1.1409,3.05943,1.06505,-0.193623,-7.52462,-0.463205,2.35106,43.5246,-26.1755,-0.0995265,40.9544,-6.36888,-2.54867,0.999123775
3.699605446,11.9941,-1.02418,2.32055,1.20389,-0.185123,-8.53481,0.124549,3.16492,43.1565,-27.0879,-0.24272,43.1338,-5.18826,-3.27769,0.999324553
2.913870018,14.2155,-0.890338,1.47241,1.3856,-0.178625,-9.60871,0.286148,2.93805,42.7437,-27.8986,-0.314634,45.1422,-3.98221,-4.04879,0.999512564
2.60489618,16.3269,-0.7396,0.516413,1.60482,-0.169854,-10.5942,0.367439,2.31668,42.2366,-28.5215,-0.380335,46.9246,-2.75724,-4.85644,0.999641386
2.949988275,15.5347,-3.40962,16.9376,1.66256,0.0998182,19.0574,-0.563633,-4.33812,1.1446,-20.4484,-0.0354615,34.1088,0.0326115,-18.4686,0.653313232
4.854701461,11.3935,-3.92036,19.8503,1.38084,0.0865657,17.3949,-0.564547,-4.05212,-0.869038,-20.9907,-0.0222972,31.9168,-0.739062,-18.5424,0.614777909
4.550706678,26.8774,5.49687,-27.2153,2.62701,0.203985,14.7005,0.148815,-6.03804,11.6821,21.3695,0.0288462,28.0121,7.01648,-3.27819,0.918835629
4.855068819,24.8574,5.42144,-26.8847,2.53154,0.189944,17.6751,0.105252,-6.04309,9.18241,20.1527,0.0365861,26.1118,6.46633,-2.31166,0.906562842
5.35654117,22.3497,5.33353,-26.497,2.4153,0.174593,20.4348,0.0575495,-6.02597,6.56639,18.9909,0.0429192,23.9964,5.74951,-1.32049,0.893840046
6.252448898,19.303,5.21885,-25.9872,2.27264,0.156703,22.679,0.0184883,-5.98038,3.83847,17.8981,0.04549,21.6589,4.81527,-0.312681,0.880749703
8.148434173,15.6936,5.06511,-25.2966,2.09753,0.133509,24.0417,-0.0138255,-5.87148,1.00628,16.8852,0.0449735,19.0995,3.63146,0.703126,0.867209349
14.31742179,11.5355,4.86403,-24.3811,1.88814,0.108535,24.2052,-0.050491,-5.65489,-1.91803,15.9598,0.0454771,16.3299,2.18805,1.71711,0.853002226
25.61912099,8.59637,4.86094,-25.0144,1.99969,0.255483,-14.4646,1.39878,3.31171,50.5271,12.4628,-0.282619,45.6791,3.41117,4.65907,0.99939213
10.36629442,11.4615,5.08002,-25.963,2.55923,0.264417,-18.7358,0.705509,-2.18119,48.5096,12.4556,-0.0541038,45.6614,4.12896,4.74449,0.998846377
7.412317913,14.2353,5.31143,-26.9484,3.01855,0.274412,-20.7365,0.706289,-4.93262,46.7709,12.5561,-0.00202423,45.7888,4.82755,4.70302,0.997919042
7.483413147,14.8821,5.8606,-29.2171,3.32405,0.436312,19.5789,0.124627,-7.22477,23.5811,13.4591,-0.0691363,42.8066,5.53943,2.71352,0.861680651
9.600708398,12.8519,5.43605,-27.4718,3.14557,0.416502,22.314,0.183608,-7.52712,20.8741,13.0049,-0.0802767,41.2977,4.18791,3.38239,0.843701886
15.76332282,10.41,4.96794,-25.4797,2.92091,0.384572,24.637,0.210824,-7.76355,18.0612,12.5049,-0.0854385,39.5621,2.57331,4.07731,0.82449407
11.36475132,7.87278,1.29495,-13.6595,0.454223,-0.0393967,-1.69174,1.5205,1.91559,43.6119,8.58358,-0.235821,38.106,-1.06917,-3.90205,0.995009631
4.067988126,11.3828,1.53426,-15.7566,1.12858,-0.10461,-5.59463,1.30869,0.104273,40.14,9.0189,-0.227596,38.1047,0.173853,-3.53409,0.999131231
3.951258754,18.0254,1.96379,-19.4107,2.81158,-0.03985,21.6717,0.177154,-5.39301,3.00567,14.4774,-0.0866398,27.0312,2.31935,-2.77624,0.885234972
4.784593884,15.3015,1.73625,-17.4934,2.56433,-0.0325213,23.1262,0.200195,-5.4252,0.635697,13.904,-0.0889033,24.8546,0.980394,-2.61124,0.867233275
6.935400103,12.1424,1.48301,-15.3109,2.2754,-0.0306132,23.4037,0.231704,-5.28766,-1.74456,13.2284,-0.08845,22.5924,-0.457977,-2.41161,0.848093423
22.39272913,8.55932,1.2107,-12.912,1.94486,-0.0313207,22.2154,0.247946,-4.95613,-4.12029,12.4988,-0.0805932,20.2732,-1.94572,-2.18239,0.827579704
10.1148507,8.50182,0.116305,-2.89419,1.0453,-0.284065,-6.7716,0.685892,1.09295,34.1918,-3.59648,-0.0537028,34.1239,-8.68072,-7.7413,0.999660972
5.082460825,10.5599,0.186303,-3.57575,1.40761,-0.33207,-9.47981,0.920942,1.09153,33.6904,-3.81289,-0.1138,35.9213,-7.97141,-7.99401,0.999956636
3.933071605,12.6822,0.251036,-4.20514,1.78358,-0.399638,-12.2214,1.08252,1.63749,33.0914,-4.1218,-0.16995,37.6291,-7.27026,-8.24185,0.999810775
3.431476342,14.8154,0.308672,-4.76468,2.1562,-0.454604,-14.699,1.22193,2.20871,32.3885,-4.5142,-0.24687,39.204,-6.58891,-8.48621,0.999570301
3.672364663,12.6688,-1.20921,9.94945,1.66129,-0.12867,14.5628,0.000775075,-3.52926,1.19564,-9.09431,0.0282105,26.9075,-6.00619,-10.6947,0.878008878
5.537649333,9.91982,-1.31648,10.9626,1.23609,-0.103933,10.9665,-0.112491,-2.78001,-0.0316479,-9.17803,0.0486113,25.7348,-6.22819,-10.4888,0.853535752
1.704332242,24.9212,1.30572,-12.6232,2.27288,-0.00699443,14.1274,-0.097623,-3.6008,-4.21438,-15.7886,-0.0378686,36.638,30.5276,-2.43428,0.809050839
1.792445305,22.669,1.11635,-11.3028,2.10145,-0.00052929,15.5404,-0.206084,-3.68368,-6.48937,-15.878,-0.0225077,35.2468,29.5025,-2.33134,0.789724437
1.941499823,20.0437,0.922148,-9.93589,1.90482,0.00427598,16.1966,-0.27626,-3.67909,-8.71397,-15.9457,-0.0149287,33.8917,28.421,-2.25546,0.769718381
2.215274026,17.0634,0.72345,-8.52529,1.68259,0.00725932,15.9411,-0.294372,-3.55371,-10.8697,-16.0225,-0.0150701,32.5848,27.3181,-2.20494,0.748420309
2.816593975,13.7689,0.522018,-7.08448,1.43407,0.00846002,14.6981,-0.27272,-3.27072,-12.941,-16.1346,-0.0185849,31.3385,26.2312,-2.17718,0.724161367
4.993845381,10.227,0.321169,-5.63872,1.16635,0.00765364,12.5758,-0.226264,-2.84783,-14.9149,-16.3028,-0.0227334,30.1666,25.1991,-2.169,0.698119175
4.184308175,9.15779,2.25917,-15.208,0.475445,0.461843,-0.684994,-1.82681,-0.797333,57.9932,11.2743,-0.634199,31.5044,-3.95276,-6.61652,0.994823298
3.801395919,21.4659,3.34504,-20.4012,3.14458,0.568354,25.8274,-0.971453,-4.81151,20.0916,25.4382,-0.210592,30.1053,-3.79458,-4.05076,0.958615305
4.220162696,18.5655,3.04146,-18.9809,2.80454,0.514014,26.2442,-0.859669,-4.79595,17.6746,25.4241,-0.198651,28.1187,-5.95438,-3.42913,0.948817167
5.097657495,15.2942,2.70316,-17.3685,2.43173,0.449447,25.2208,-0.771236,-4.67143,15.2584,25.3217,-0.190262,26.1042,-8.1839,-2.80804,0.93812829
7.668371168,11.6934,2.33828,-15.5964,2.03692,0.381656,22.7904,-0.674979,-4.37054,12.8575,25.1387,-0.177356,24.0929,-10.4179,-2.20072,0.927190699
49.67395533,7.82883,1.95897,-13.7208,1.6355,0.312118,19.2027,-0.561995,-3.88259,10.4883,24.8838,-0.156139,22.1212,-12.5797,-1.62006,0.915587946
2.978470792,33.3735,3.35831,-23.2574,3.64752,-0.115134,4.81921,0.889438,-5.24879,15.2302,5.30752,-0.111551,37.0234,19.7141,-12.7591,0.983629694
3.106914654,31.8842,3.15754,-22.1971,3.60681,-0.0859353,9.78856,0.752212,-5.70379,11.0395,4.92735,-0.0852493,33.8155,18.9135,-12.1909,0.974678474
3.276660226,29.3643,2.89916,-20.8083,3.44494,-0.0558404,15.3285,0.523311,-5.94051,6.64238,4.45082,-0.0527139,30.4077,17.6856,-11.5482,0.964004399
3.553387609,25.6635,2.59004,-19.1122,3.1504,-0.0241682,20.3289,0.234796,-5.93061,2.09537,3.99169,-0.0140787,26.8411,16.0573,-10.8303,0.945860379
4.143561625,20.6959,2.24633,-17.184,2.72706,0.000232249,23.1413,-0.0330202,-5.63918,-2.51349,3.64155,0.0208574,23.2041,14.1419,-10.0329,0.918917716
6.013437454,14.5298,1.89902,-15.1934,2.18273,0.0179192,22.1249,-0.199475,-4.95341,-7.06184,3.45285,0.0477715,19.6448,12.1544,-9.15326,0.888230545
2.594623099,26.3906,5.57283,-38.8869,2.70801,-0.158673,-11.6359,0.967293,-0.227927,39.9503,46.906,0.0501272,29.9672,-8.21017,-16.0537,0.996140981
2.805346634,34.5965,6.64341,-43.5039,4.06518,0.140148,20.0366,1.03879,-6.01247,14.6014,48.2248,0.111356,24.3568,-6.11182,-15.6697,0.866931237
3.169048922,29.028,6.40629,-42.5377,3.72937,0.126577,24.4256,0.733126,-6.3664,10.1779,46.7335,0.0712074,21.5964,-8.9961,-13.7259,0.827547332
3.873519769,22.1347,6.06973,-41.1123,3.18897,0.112943,25.2685,0.41809,-6.28703,5.77294,44.9208,0.0263435,18.8163,-11.954,-11.6234,0.785545529
5.891713815,14.6741,5.66535,-39.3124,2.47505,0.0926498,21.6421,0.0365542,-5.65051,1.51604,42.9379,-0.013799,16.1868,-14.5804,-9.49139,0.741146584
85.35341886,7.61065,5.24711,-37.3467,1.59425,0.0474839,13.8737,-0.278608,-4.06674,-2.43755,40.9903,-0.0298499,13.9329,-16.5466,-7.45363,0.693038599
5.658614505,8.66878,12.1179,-38.1287,0.470273,-0.0731744,-1.80762,0.768793,-0.403911,55.2896,32.6857,-0.0989322,36.817,6.75176,-0.934107,0.993552616
3.563300824,24.8815,12.3076,-38.5306,3.57572,-0.0960505,23.5227,0.239661,-5.66334,15.6388,39.1997,-0.0302008,40.1062,13.9339,-11.7278,0.807937075
3.946779783,21.7289,11.7135,-37.2557,3.28657,-0.118161,24.2946,0.159428,-5.71277,13.9638,38.632,-0.0466179,38.9508,13.0766,-11.9702,0.784060303
4.568187477,18.3521,11.1301,-35.9572,2.9484,-0.138578,23.9987,0.0690967,-5.57603,12.2735,38.2465,-0.0551367,37.6361,12.1064,-12.2234,0.76013586
5.794338114,14.7923,10.5635,-34.6509,2.56716,-0.156442,22.5299,-0.0368837,-5.23131,10.5667,38.0508,-0.0547276,36.1694,11.0404,-12.4837,0.735984984
9.451598767,11.1072,10.018,-33.3506,2.15712,-0.16942,19.9405,-0.146402,-4.69565,8.84555,38.0269,-0.0439998,34.5738,9.90694,-12.7465,0.710886664
5.204295922,26.8415,5.64719,-31.0347,2.70724,-0.164287,17.8968,-0.477955,-4.75187,9.21993,40.3386,0.0532169,17.212,-0.939566,-7.79755,0.952764274
5.59833398,24.0148,5.62196,-30.9194,2.51595,-0.163403,18.5604,-0.617033,-4.68251,6.89173,40.1832,0.0522056,15.2553,-2.27516,-7.56103,0.94099134
6.224020214,20.8442,5.57629,-30.71,2.29191,-0.158639,18.4051,-0.680403,-4.5082,4.625,39.97,0.0465148,13.3463,-3.65511,-7.30527,0.926222033
7.37822344,17.3979,5.50841,-30.397,2.05018,-0.152287,17.4807,-0.678023,-4.29805,2.43198,39.6973,0.0387108,11.5116,-5.05099,-7.03762,0.90831922
9.972897706,13.7679,5.41932,-29.9831,1.79792,-0.14171,15.8815,-0.622293,-4.01047,0.322699,39.3652,0.0334217,9.77821,-6.42912,-6.76611,0.889278196
19.80425513,10.0635,5.31324,-29.4856,1.54768,-0.130344,13.8061,-0.52935,-3.64379,-1.69494,38.975,0.0306611,8.17373,-7.75195,-6.49897,0.869023539
