Achilles tendon stress,Ankle plantar/dorsiflexion angle,Ankle in/eversion angle,Ankle in/external rotation angle,Ankle plantar/dorsiflexion moment,Ankle in/eversion moment,Ankle power,A/P GRF,M/L GRF,Hip flex/extension angle,Hip in/external rotation angle,Hip in/external rotation moment,Knee flex/extension angle,Knee in/external rotation angle,Ipsi/contralateral pelvis rotation,EMG activation for peroneus longus
5.668562253,8.65731,0.0732082,-2.12712,0.526116,-0.0472833,-2.26162,0.542346,0.0622175,41.476,-8.08597,0.0529893,37.3298,4.4084,2.09482,0.997577997
4.675278659,16.5877,-1.43612,5.53122,2.87328,-0.0582829,22.0698,0.572443,-5.82277,4.82449,-10.57,0.0097283,21.3117,3.78607,-1.74029,0.835233249
5.72268728,14.1712,-1.68556,6.78498,2.62427,-0.0327716,22.7257,0.414234,-5.86679,3.15885,-10.7279,0.0238217,19.9966,2.84661,-1.41552,0.815519196
8.501682906,11.408,-1.92456,7.98014,2.35483,-0.00644247,22.4855,0.268787,-5.77418,1.53408,-10.8149,0.0357981,18.7389,1.81116,-1.05113,0.790849555
29.69759106,8.31329,-2.14213,9.06197,2.06518,0.00749512,21.3206,0.170022,-5.49868,-0.0473783,-10.7802,0.0377021,17.5533,0.677301,-0.656219,0.763034264
13.30006952,8.29131,5.2884,-25.1781,0.675545,-0.0313759,-3.66313,0.218869,-0.161497,50.6142,23.3149,-0.12854,36.6031,-5.40102,6.8553,0.985791263
7.023403086,10.365,5.38985,-25.5672,1.08801,-0.0556922,-6.28349,0.2098,-1.13736,49.1473,23.4239,-0.120313,37.0659,-4.71612,6.57118,0.991744179
5.592599795,17.8941,3.30794,-17.0914,2.91282,-0.0432548,20.2337,0.955891,-6.38844,13.9082,23.5175,-0.138708,28.8728,-2.72299,-4.67497,0.892077747
6.638645714,15.4708,3.06625,-16.0452,2.68953,-0.038737,21.2321,0.89106,-6.28329,11.8384,23.5402,-0.134671,26.9171,-3.65483,-4.93431,0.876829816
8.941460639,12.7473,2.81805,-14.9591,2.43877,-0.0333798,21.4992,0.813708,-6.05038,9.74337,23.5785,-0.127184,24.9055,-4.67945,-5.15958,0.860318173
17.52101548,9.73271,2.56662,-13.8472,2.16065,-0.0302533,20.8977,0.713359,-5.66947,7.63205,23.64,-0.115371,22.854,-5.78889,-5.34941,0.842892424
2.686659637,25.8924,2.1973,-22.1708,3.50086,0.0515005,20.068,-0.494235,-4.79826,13.539,4.56843,-0.162185,38.7744,17.6557,-7.95123,0.953495328
2.797147389,23.7299,2.03257,-20.8406,3.24555,0.0504776,22.7768,-0.526611,-5.04575,11.3006,4.82402,-0.134013,36.9408,16.363,-7.698,0.949578129
2.990574026,21.1725,1.84603,-19.3053,2.95627,0.0463226,24.6066,-0.537526,-5.19309,9.01535,5.09986,-0.108186,34.9908,14.87,-7.46827,0.944397007
3.350776883,18.2194,1.63503,-17.5332,2.6343,0.0392099,25.2902,-0.510582,-5.22144,6.69486,5.37463,-0.089218,32.9358,13.1775,-7.2575,0.935602607
4.140932006,14.8841,1.40083,-15.5247,2.28779,0.0309859,24.6508,-0.45395,-5.10729,4.34997,5.63073,-0.0715547,30.7896,11.3114,-7.05906,0.924970211
6.676795292,11.1971,1.14899,-13.3203,1.92149,0.0220347,22.5851,-0.36443,-4.83877,1.99048,5.85402,-0.0520339,28.5692,9.32365,-6.8652,0.913773391
10.57698068,9.03143,3.76682,-38.3612,1.8424,-0.190771,-8.50939,0.0865796,1.15227,29.5087,17.1393,-0.0564218,30.8171,9.37894,-13.9037,0.996167216
5.476971062,11.1015,3.79325,-38.5475,2.07378,-0.194123,-9.70074,0.0426247,1.16386,28.4612,16.8922,-0.0354504,31.8888,10.1766,-14.057,0.996433213
3.989828355,13.129,3.7978,-38.5795,2.29865,-0.188916,-10.6812,-0.0159682,0.936045,27.508,16.3031,-0.0242048,33.052,11.1452,-14.1963,0.996650848
3.591563897,17.2676,3.09386,-33.2801,3.4867,0.0442452,23.6043,0.0178199,-5.81764,4.8084,6.59618,-0.0232402,28.3259,18.727,-12.8698,0.98100535
4.63188095,14.3639,2.94654,-32.079,3.21953,0.0488561,25.4834,0.00195855,-5.87247,2.53747,6.64018,-0.00915862,26.2338,17.3193,-12.5174,0.975080857
7.755253283,11.0526,2.78413,-30.7173,2.89922,0.0503887,25.9404,-0.0121621,-5.7941,0.259305,6.61937,0.00464646,24.0766,15.8073,-12.1544,0.968848049
2.263390062,26.3156,-0.93645,-1.31987,2.21136,-0.0966924,17.8734,0.534514,-4.67098,0.396839,-2.40607,0.0769236,26.3406,-1.67633,-10.7593,0.92892138
2.451127399,23.6024,-1.23413,-0.068271,2.07283,-0.0798332,18.9546,0.339047,-4.79415,-1.63997,-2.89554,0.0813366,24.9999,-2.26637,-10.6554,0.912555284
2.754137708,20.5127,-1.51334,1.10573,1.90822,-0.0625191,19.0726,0.210243,-4.73872,-3.59469,-3.34117,0.0759555,23.7768,-2.85095,-10.5702,0.89450702
3.261584299,17.1157,-1.76743,2.17332,1.69888,-0.0532412,17.9875,0.0966506,-4.43058,-5.4522,-3.74351,0.0706004,22.691,-3.41865,-10.5083,0.875056948
4.319140909,13.5134,-1.9893,3.1043,1.4424,-0.0448475,15.6908,0.027967,-3.88386,-7.1987,-4.10476,0.0633949,21.7612,-3.95633,-10.4722,0.852887372
8.347139566,9.83487,-2.17256,3.872,1.15399,-0.0415217,12.5282,-0.0354491,-3.24265,-8.822,-4.42783,0.0546715,21.0056,-4.45011,-10.4626,0.830220154
2.111448627,27.2761,3.98905,-37.6953,2.47112,0.377742,16.391,0.98117,-4.51945,14.7345,24.1108,-0.0952766,36.2174,15.1166,-12.2854,0.890276238
2.187313952,24.622,3.94351,-37.3908,2.24072,0.34782,17.3115,0.866125,-4.47325,12.8425,24.6645,-0.0829551,34.9567,14.2079,-12.3101,0.872723328
2.320999766,21.5277,3.86351,-36.8498,1.97428,0.307968,17.3877,0.769419,-4.29109,10.9943,25.0779,-0.0730042,33.6765,13.1821,-12.3199,0.854813672
2.590761587,18.0107,3.74333,-36.0223,1.67953,0.265124,16.5422,0.694585,-3.94412,9.16874,25.3316,-0.0656895,32.3501,12.0357,-12.3097,0.83649906
3.261548073,14.1132,3.58005,-34.8694,1.3636,0.213032,14.6986,0.605222,-3.40784,7.34212,25.4109,-0.0539936,30.9503,10.7748,-12.2764,0.81745167
6.429242156,9.90604,3.37423,-33.3683,1.04518,0.158014,12.0374,0.499043,-2.74767,5.49206,25.3045,-0.0381314,29.457,9.417,-12.2194,0.797271369
20.68455857,8.06201,3.94192,-25.2796,0.715821,0.166799,-3.94366,-0.474021,0.064069,40.6336,21.4625,-0.210781,45.83,-3.54773,-4.33636,0.958004313
9.586047307,10.2359,4.11076,-25.9972,1.25677,0.271756,-7.37631,-0.716129,-0.699358,38.3217,21.4581,-0.319265,45.5005,-2.95962,-4.73638,0.963333839
7.429272189,12.4977,4.28318,-26.7209,1.70888,0.357486,-10.2469,-0.850999,-1.61346,36.1532,21.4017,-0.386038,45.2601,-2.34868,-5.15984,0.967749033
7.651909936,15.3691,3.02728,-21.2417,2.7043,0.632109,18.7305,-0.19446,-5.9047,9.76597,24.4439,-0.281867,40.9276,-1.55958,-15.2916,0.995804832
9.722117291,12.9581,2.67125,-19.604,2.43023,0.55869,19.6592,-0.184502,-5.77525,7.61628,23.5068,-0.258103,39.3808,-2.31536,-14.9197,0.993193853
16.57806183,10.1743,2.3072,-17.8935,2.12844,0.479523,19.6378,-0.166508,-5.5033,5.34974,22.4241,-0.227484,37.7289,-3.08344,-14.4986,0.985913427
9.271514575,9.84425,-0.259148,-2.52999,1.64999,-0.103054,-13.1949,0.424919,2.06613,39.2855,-25.2473,-0.280328,44.6512,0.970496,-2.62239,0.998648411
5.355636392,12.3288,-0.107624,-3.48858,1.86469,-0.111822,-14.2541,0.326257,2.27986,38.1747,-25.6031,-0.300993,46.1438,2.181,-3.20764,0.999777355
4.001710907,14.6378,0.0257124,-4.3305,2.01605,-0.113457,-14.4741,0.0758444,2.11505,37.1106,-25.8761,-0.266698,47.4897,3.23578,-3.83976,0.999766877
3.374910895,16.7459,0.137715,-5.03627,2.17252,-0.107907,-14.4096,-0.0580756,2.20388,36.083,-26.0505,-0.243556,48.6684,4.1348,-4.51813,0.99832885
4.891787202,11.8944,-3.64379,18.2854,1.55862,0.0796194,18.5745,-0.379923,-4.30781,-3.1192,-21.1445,-0.0092879,30.9908,1.59917,-16.4284,0.725504423
79.6944571,7.51585,-4.17396,21.2584,1.26387,0.0642398,16.5017,-0.420619,-3.96151,-5.16309,-21.8683,0.00200927,28.7212,0.74452,-16.5331,0.701084152
4.548605876,28.182,5.56287,-27.5028,2.78783,0.235164,13.9378,0.568721,-6.06456,7.18473,20.7946,0.0891403,22.8662,7.38691,-11.4147,0.917018221
4.868415354,26.0269,5.24523,-26.1049,2.69643,0.215945,17.7409,0.460686,-6.14077,4.67905,18.5042,0.0899593,20.8002,6.45621,-10.3825,0.906327976
5.3757947,23.3622,4.94208,-24.738,2.57788,0.197621,21.4173,0.37206,-6.17751,2.0571,16.322,0.0912744,18.478,5.36645,-9.27926,0.894543729
6.259540186,20.1272,4.65646,-23.4216,2.42445,0.176906,24.5038,0.274948,-6.18444,-0.674725,14.3124,0.093257,15.912,4.10758,-8.12515,0.882876875
8.150318181,16.2827,4.38762,-22.1576,2.24061,0.153363,26.5997,0.162576,-6.12786,-3.5038,12.5246,0.0931774,13.1262,2.66511,-6.94003,0.870513157
14.37165222,11.8277,4.13263,-20.9369,2.02376,0.127381,27.2653,0.0433864,-5.97902,-6.41106,10.9909,0.0892104,10.1576,1.02961,-5.74314,0.857799758
41.26463364,8.22954,3.72542,-19.8593,2.31929,0.107101,-15.1754,-0.338199,-0.98759,34.8374,12.4613,-0.16003,35.4939,-0.127452,3.47422,0.999745742
14.09380071,10.6362,3.86837,-20.5296,2.79878,0.122155,-18.3458,-0.27947,-3.05418,32.9102,12.0565,-0.158684,34.7423,0.783738,3.40449,0.999481949
9.851302215,12.9766,3.99499,-21.1182,3.29866,0.140477,-20.6727,-0.160401,-3.49132,31.0639,11.6969,-0.159731,34.0599,1.65751,3.23437,0.999189553
10.19964795,13.8235,2.30385,-12.8993,3.91279,0.255317,30.4872,-0.755169,-7.15961,6.57443,11.0458,0.00712931,22.7389,-1.99928,-0.964974,0.970674515
15.81018531,11.1615,1.83407,-10.498,3.62614,0.237762,33.8145,-0.715842,-7.53821,4.10156,10.6425,0.00346339,21.0055,-3.81104,-0.749897,0.963777766
75.68140608,8.01213,1.3249,-7.85213,3.27176,0.220243,35.3667,-0.631793,-7.54548,1.61251,10.0952,-0.00728626,19.1309,-5.80745,-0.40878,0.95370597
12.74279005,8.82276,1.5579,-15.9614,1.33527,-0.165374,-6.5892,1.82984,0.773853,45.4849,9.13891,-0.321807,37.2106,0.930819,-4.9439,0.99974973
7.462145935,10.8478,1.7005,-17.1884,1.80282,-0.233653,-8.93699,1.28242,-1.55387,43.9508,9.41516,-0.261459,38.0861,1.86678,-5.10455,1
6.011592513,12.8851,1.84961,-18.4541,2.26854,-0.296079,-11.1543,0.793607,-2.87728,42.4727,9.80875,-0.211875,39.0922,2.8169,-5.26897,0.999910618
5.764807128,13.8656,1.81413,-18.1546,2.54823,-0.0199265,20.2655,0.227664,-5.35184,6.33279,15.2376,-0.172286,30.791,2.31344,-2.93129,0.881699927
8.871798437,11.0489,1.59958,-16.3217,2.26302,-0.0174509,20.6177,0.229869,-5.18753,3.89789,14.9484,-0.176922,28.7415,0.902899,-2.65043,0.867863591
49.10150444,7.86742,1.36217,-14.2526,1.94446,-0.0193392,19.8464,0.235291,-4.87233,1.469,14.7282,-0.17588,26.5545,-0.659491,-2.39489,0.853341993
31.53908199,7.31258,-0.435408,2.491,0.0610357,-0.0532379,-0.135388,0.344259,0.699703,36.8985,-0.751553,0.0257861,26.2333,-11.8141,-8.56686,0.977415756
2.138336979,28.1274,0.0568441,-2.31457,3.5533,-0.620788,-10.9628,1.4701,-0.192763,28.4577,-7.93254,-0.36014,46.6158,-4.68519,-10.5276,0.999824985
2.136596984,28.997,0.0181445,-1.93707,3.68721,-0.613076,-8.81488,1.47283,-0.597413,27.0065,-8.0965,-0.365439,46.3823,-4.74766,-10.4149,0.999948954
2.131067804,29.6559,-0.0317813,-1.44982,3.78045,-0.599337,-6.1509,1.41137,-1.20172,25.4291,-8.1546,-0.344322,45.8755,-4.86381,-10.2788,1
2.258228689,11.3236,-1.55035,13.1466,0.769536,-0.118303,6.44468,-0.135827,-1.90116,1.32544,-7.80107,0.0699251,27.1709,-7.95415,-7.16603,0.896347288
4.035188147,8.69513,-1.6247,13.8331,0.48322,-0.0873864,3.8991,-0.047994,-1.064,0.257735,-7.90273,0.0621995,26.4744,-8.03002,-6.94098,0.875090242
1.670391094,22.6717,0.627333,-7.83903,1.95868,-0.0153348,12.1187,-0.195184,-3.64603,-8.00502,-16.094,0.0260353,25.3268,28.5735,-4.86768,0.890351678
1.722794794,20.5093,0.489438,-6.85053,1.74915,-0.00384771,12.3841,-0.320793,-3.61792,-10.4217,-16.4157,0.0398292,23.7708,27.8435,-4.83844,0.877450284
1.797844598,18.0609,0.376919,-6.04084,1.4998,0.00849932,11.6728,-0.342954,-3.4538,-12.7273,-16.7404,0.0416616,22.4112,27.2019,-4.84608,0.862290471
1.928730601,15.3829,0.293008,-5.43539,1.21999,0.0191144,10.0586,-0.262925,-3.12469,-14.8959,-17.0794,0.0351779,21.28,26.6758,-4.89162,0.84371598
2.203628191,12.5582,0.239814,-5.05093,0.916032,0.0287233,7.73144,-0.111273,-2.55237,-16.905,-17.4405,0.024882,20.4055,26.2833,-4.97465,0.824032565
3.323814006,9.69202,0.217936,-4.89267,0.636027,0.0349203,5.32496,0.0302303,-1.90928,-18.736,-17.8282,0.0167777,19.8111,26.0324,-5.0935,0.801955494
2.971083259,26.4251,3.76829,-22.3375,3.26072,0.643285,27.8793,-1.29591,-6.12595,19.305,26.7046,-0.199882,33.1975,-2.99215,-1.29758,0.945023022
3.175129932,23.4855,3.57184,-21.4453,2.97979,0.591533,29.3632,-1.16619,-6.09327,16.4971,26.5075,-0.185093,31.0453,-4.91959,-0.336232,0.93350171
3.538492775,20.1177,3.34253,-20.3896,2.66105,0.531874,29.5092,-1.03207,-5.91594,13.6401,26.1071,-0.172073,28.8814,-6.85747,0.66149,0.92118009
4.28756956,16.3505,3.08281,-19.1759,2.30694,0.461319,28.1161,-0.884349,-5.5563,10.7639,25.5369,-0.155766,26.7365,-8.7601,1.67173,0.908302412
6.476778429,12.2367,2.79783,-17.8228,1.92916,0.386595,25.2542,-0.69941,-5.055,7.90368,24.84,-0.134001,24.6408,-10.5821,2.67,0.894250257
44.29548229,7.85598,2.49554,-16.3642,1.53176,0.299769,20.9974,-0.465882,-4.2758,5.09806,24.0657,-0.0949596,22.6238,-12.281,3.63208,0.8774386
2.856440952,33.0368,3.39083,-23.4276,3.45711,-0.101519,9.11594,0.170025,-4.84838,12.4698,2.62249,-0.122271,35.5564,18.0798,-7.53364,0.94610297
2.995209169,30.5521,3.17058,-22.2665,3.30449,-0.0767226,14.4464,-0.0693931,-5.18422,7.70211,2.88095,-0.0841763,32.1459,16.9233,-7.12802,0.920236043
3.205087194,26.9151,2.92072,-20.9252,3.02186,-0.0511606,18.6683,-0.323248,-5.31288,2.72596,3.14328,-0.041965,28.5884,15.6348,-6.69961,0.891360562
3.598626279,22.154,2.62846,-19.325,2.61283,-0.0291503,20.3471,-0.521727,-5.14402,-2.28096,3.29088,-0.00255387,25.0749,14.3084,-6.25171,0.85875547
4.553353145,16.5047,2.29918,-17.4833,2.08959,-0.0118187,18.4813,-0.601145,-4.59879,-7.11763,3.23735,0.0279605,21.8229,13.0869,-5.7847,0.824253249
9.324585305,10.4611,1.97226,-15.6166,1.50283,-0.00781718,13.5379,-0.566859,-3.6854,-11.5892,2.96619,0.0548591,19.0558,12.1552,-5.30041,0.788284047
2.963310637,35.8907,6.03311,-40.9533,4.47655,0.0255435,6.78937,1.50979,-4.8568,19.6619,48.5272,0.108344,-155.575,-6.322937015,-13.0237,0.952352188
3.252805446,33.0576,5.57928,-38.9167,4.4727,0.0237171,13.8377,1.36957,-5.74126,15.9109,47.8724,0.0933277,-157.727,-6.323147447,-12.6104,0.932957961
3.69054759,28.805,5.0352,-36.3088,4.30192,0.0119561,21.334,1.05812,-6.5056,11.7902,46.8283,0.0725305,-160.44,-6.32348685,-11.8158,0.910658555
4.462726126,23.2042,4.4409,-33.2436,3.92417,0.00125793,27.0253,0.700739,-7.0367,7.42225,45.4022,0.0356111,-163.56,-6.324029854,-10.6948,0.887064762
6.387133079,16.5397,3.85075,-29.9682,3.33992,-0.00146921,28.0748,0.403487,-7.17262,2.97424,43.576,-0.0200082,-166.77,-6.651472279,-9.33582,0.850778789
20.67181409,9.4213,3.33563,-26.9182,2.55094,0.00167886,22.8717,0.172531,-6.48681,-1.34033,41.3657,-0.0622572,-169.635,-5.723530605,-7.84619,0.808387626
3.632606827,27.1183,11.4999,-36.7855,4.07666,-0.0812764,22.0382,0.48704,-6.3017,10.8942,40.0974,0.0597197,34.1149,13.8294,-16.4403,0.927346594
3.925016145,24.454,10.8733,-35.3705,3.84872,-0.0967054,24.1348,0.414604,-6.55963,9.38207,38.9992,0.0377196,33.1574,13.2728,-16.6834,0.917008992
4.348286839,21.5194,10.2407,-33.8866,3.57096,-0.110849,25.5039,0.348832,-6.67219,7.88003,37.9475,0.0148789,32.0895,12.5869,-16.879,0.904745574
5.026341133,18.3269,9.61627,-32.3661,3.23699,-0.126003,25.8285,0.283099,-6.60195,6.38408,37.0088,-0.00827506,30.9056,11.7734,-17.0341,0.888468467
6.361420023,14.901,9.01122,-30.8392,2.85819,-0.140568,24.9314,0.206088,-6.29778,4.89178,36.224,-0.0240338,29.6128,10.847,-17.1559,0.868829661
10.23615337,11.284,8.43476,-29.3351,2.44294,-0.151074,22.762,0.115244,-5.77763,3.40331,35.607,-0.0320707,28.2316,9.83667,-17.2522,0.846217335
6.455321316,23.0007,5.46345,-30.1885,2.73481,-0.138234,16.2601,-0.284006,-3.73839,2.78283,41.4555,0.0297611,15.2857,-2.10079,-8.39,0.858575077
7.102996334,20.4281,5.34112,-29.6168,2.53892,-0.133897,16.7475,-0.399174,-3.77979,1.02025,41.4541,0.0383197,13.6881,-3.28208,-8.52822,0.837698807
8.17324842,17.6206,5.1979,-28.9389,2.31937,-0.130425,16.5502,-0.461964,-3.72051,-0.659883,41.3841,0.0442333,12.1635,-4.47178,-8.66324,0.815746907
10.21065293,14.6385,5.03554,-28.1595,2.08206,-0.126954,15.68,-0.452746,-3.55523,-2.24861,41.237,0.0494938,10.7379,-5.63577,-8.79794,0.79200092
15.4198418,11.5531,4.85867,-27.297,1.84308,-0.119121,14.3092,-0.382166,-3.37241,-3.73852,41.007,0.0531428,9.43611,-6.73579,-8.93481,0.766054406
48.98911481,8.44146,4.6745,-26.3842,1.59802,-0.108804,12.498,-0.303137,-3.16943,-5.12383,40.691,0.0557739,8.28158,-7.73164,-9.07584,0.738371281
6.822317766,24.6659,4.76167,-22.4464,3.47458,-0.324653,16.134,0.0504367,-7.01706,14.94,8.22214,0.0718275,35.2621,23.9359,-13.8378,0.9157131
7.32008749,22.7446,4.40393,-20.888,3.33811,-0.317089,19.8023,0.0942426,-7.18413,12.5303,6.80448,0.0582741,32.9543,23.1152,-13.2761,0.907529535
8.091713101,20.3884,4.02479,-19.1996,3.15297,-0.308222,23.0578,0.119153,-7.26048,10.0056,5.22249,0.0467971,30.4359,22.1174,-12.505,0.896812832
9.440437767,17.5798,3.63082,-17.4069,2.91767,-0.293054,25.4866,0.129609,-7.20939,7.37188,3.52041,0.0368354,27.7315,20.9464,-11.5538,0.882351014
12.32778944,14.3172,3.2293,-15.5421,2.63091,-0.275467,26.6534,0.125409,-6.98906,4.64267,1.75159,0.0284273,24.8792,19.6146,-10.4624,0.867113969
22.43906158,10.6209,2.82764,-13.6416,2.29817,-0.253202,26.2483,0.106812,-6.5211,1.84336,-0.0253578,0.0214694,21.9312,18.1428,-9.27826,0.851265477
8.368678212,19.3283,1.7705,-9.04796,2.91361,-0.249654,11.9155,0.662391,-2.70851,10.972,19.5742,-0.105315,26.5772,-5.41969,-0.733919,0.852213393
8.927046029,17.9747,1.70741,-8.7332,2.77134,-0.229538,13.4419,0.549471,-2.91125,9.40411,20.0274,-0.0919854,25.2959,-6.1571,-0.597824,0.865503628
9.782564168,16.381,1.62374,-8.31497,2.598,-0.207749,14.567,0.450962,-3.07287,7.82236,20.4494,-0.0803467,23.9538,-6.97462,-0.457166,0.877766112
11.21988134,14.5499,1.51813,-7.78574,2.39433,-0.186436,15.1785,0.360032,-3.15403,6.23303,20.8327,-0.0674285,22.5585,-7.87059,-0.310131,0.889170121
14.08254441,12.4903,1.39055,-7.14466,2.16761,-0.166317,15.2248,0.291785,-3.14277,4.64324,21.1719,-0.0556255,21.1197,-8.83839,-0.154887,0.900044133
21.96363444,10.2187,1.24273,-6.39957,1.91842,-0.143195,14.6388,0.248559,-3.05981,3.06086,21.4635,-0.0438142,19.6503,-9.86544,0.0101718,0.910426436
4.938625357,17.4488,4.60766,-31.0461,3.09025,0.150384,-5.18427,2.5084,-10.9307,23.2574,13.2053,-0.0786254,33.1247,15.3781,2.76146,0.997248294
4.702178584,18.1796,4.667,-31.3229,3.14611,0.0107344,-5.96122,-0.157081,-8.60126,21.7225,12.3462,0.272473,33.2392,16.8336,1.4834,0.999817953
5.016325812,18.2717,1.78535,-16.0378,3.38362,0.0742421,23.0741,-0.267223,-5.83302,-6.3661,11.3572,0.171705,17.9386,11.4594,-12.0307,0.978623517
5.893957473,15.769,1.29397,-13.0948,3.09581,0.0718785,27.3286,-0.430752,-6.13301,-8.53395,10.1601,0.178224,14.9003,8.94656,-11.5552,0.97407585
8.255993357,12.6463,0.793142,-10.0203,2.76838,0.0688033,29.8914,-0.565498,-6.44726,-10.6917,8.98287,0.195268,11.857,6.22802,-11.0985,0.969524683
24.14687238,8.85726,0.290739,-6.87561,2.39926,0.0625037,30.0936,-0.710774,-6.45355,-12.7951,7.83798,0.204666,8.903,3.38588,-10.7148,0.964724952
3.265215264,21.7519,-0.406914,0.313928,3.06654,-0.0380923,19.9319,0.739738,-6.0561,12.3758,-10.8839,-0.0283573,29.2443,5.07416,1.46573,0.965374733
3.502009377,19.7677,-0.71262,1.86817,2.85714,-0.0234928,21.9498,0.637366,-6.1657,10.3635,-11.5827,-0.0203818,27.4689,4.53354,1.92481,0.958806143
3.930852988,17.4022,-1.03473,3.50275,2.62014,-0.010103,23.2073,0.532095,-6.12283,8.34922,-12.2378,-0.0144152,25.6656,3.90174,2.39681,0.951933074
4.822812436,14.6382,-1.36375,5.1664,2.35799,-0.00016069,23.5151,0.442656,-5.96416,6.33706,-12.7818,-0.00893482,23.8463,3.1542,2.87103,0.943879218
7.382925159,11.472,-1.68838,6.79913,2.07629,0.00437439,22.7955,0.377455,-5.68326,4.33185,-13.157,-0.00362792,22.0234,2.2717,3.33785,0.931688896
41.54503583,7.91903,-1.99587,8.33538,1.77828,0.0029572,21.0482,0.295752,-5.19541,2.33978,-13.3208,0.00334902,20.2112,1.2453,3.78896,0.918176687
10.58001287,9.9041,5.56496,-26.2326,1.39545,-0.0662917,-10.0652,0.914401,-0.178151,45.7093,22.3514,-0.264469,35.6359,-7.95187,2.43868,0.9941513
6.449369646,12.5144,5.67471,-26.6457,1.6853,-0.0792948,-11.8388,1.04481,0.0435617,44.3845,22.2435,-0.262759,36.8505,-6.50499,2.055,0.99679788
6.591588942,16.0941,3.22324,-16.7261,2.86787,-0.0460576,19.508,0.885709,-6.32253,13.4979,23.7203,-0.138354,28.9541,-4.69299,-10.7907,0.892494341
8.237657998,13.711,3.0018,-15.7643,2.63503,-0.0409418,20.3755,0.825431,-6.18622,11.2723,23.8931,-0.132983,27.0294,-5.59877,-10.9567,0.877843262
12.60420158,11.0407,2.79199,-14.8444,2.37624,-0.0343889,20.539,0.754199,-5.91271,9.00335,24.1128,-0.123363,25.0096,-6.59398,-11.069,0.860500745
51.74399529,8.08726,2.59637,-13.9794,2.09405,-0.026718,19.8813,0.658889,-5.49398,6.70823,24.3801,-0.107651,22.9252,-7.6682,-11.1291,0.843555043
3.023794154,23.5995,1.94212,-20.1,3.48228,0.0613078,21.9992,0.260481,-4.73844,13.9561,3.14399,-0.0749152,37.5836,18.0496,-10.6704,0.955724886
3.211247136,21.3379,1.77033,-18.6738,3.2104,0.0607032,24.1881,0.196257,-4.95683,12.0495,3.4529,-0.0573587,35.7452,16.7772,-10.4653,0.946813507
3.537202557,18.7131,1.5729,-17.0045,2.90158,0.0575581,25.3807,0.159046,-5.06747,10.1379,3.63184,-0.0445154,33.8505,15.4107,-10.2758,0.937461842
4.192289156,15.7294,1.34953,-15.0792,2.56663,0.0512974,25.4084,0.147737,-5.09147,8.22392,3.69719,-0.0325324,31.9049,13.9409,-10.0906,0.924388297
5.882755741,12.403,1.10341,-12.9167,2.20659,0.0418565,24.0843,0.155333,-4.97811,6.3072,3.67298,-0.0186859,29.9162,12.3726,-9.8969,0.907528296
16.6721335,8.76464,0.841143,-10.5702,1.8256,0.0290652,21.4101,0.172626,-4.66232,4.38538,3.58485,-0.00650646,27.8971,10.7265,-9.68225,0.889799465
17.21859375,8.31984,3.56496,-36.9055,1.77791,-0.227446,-7.84493,-0.24853,0.103393,31.1118,12.4184,-0.0620002,32.4261,12.0276,-8.80999,0.999900614
6.661271266,10.4398,3.64561,-37.4939,2.08893,-0.252202,-9.66872,-0.280493,0.911522,29.6227,12.9832,-0.0363285,32.5756,12.3283,-8.95273,0.999981365
4.513550434,12.5806,3.70755,-37.9397,2.36049,-0.264391,-11.0797,-0.40654,1.07471,28.278,13.2325,-0.00114111,32.9005,12.8317,-9.10342,0.999913037
3.818999892,16.0167,3.13193,-33.5851,3.25649,-0.000151,24.6385,-0.502216,-5.48575,4.03421,7.31842,-0.00982421,27.5794,17.7934,-8.35854,0.963077993
5.412788919,12.7953,3.00469,-32.557,2.94353,0.00489056,25.1553,-0.469497,-5.45391,1.6146,7.57125,-0.000989599,25.4679,16.242,-7.9253,0.952903322
13.20430823,9.25119,2.86602,-31.4089,2.58842,0.0109764,24.2043,-0.431998,-5.28289,-0.813135,7.69905,0.0100963,23.3253,14.6815,-7.47818,0.940616692
2.342601911,26.1743,-0.635168,-2.58528,2.27288,-0.144861,18.9761,0.108235,-5.00554,-0.598476,-3.14401,0.0778278,25.7848,-1.33269,-5.96655,0.904078431
2.55580774,23.3873,-0.925637,-1.36531,2.13445,-0.12244,19.672,-0.00341747,-5.04945,-2.64109,-3.61628,0.0736395,24.4728,-2.09851,-5.58048,0.889525847
2.86126639,20.3184,-1.20899,-0.173996,1.95462,-0.106598,19.3146,-0.0625986,-4.83599,-4.61571,-4.07117,0.0618798,23.2766,-2.84672,-5.21231,0.874623886
3.376633566,17.0376,-1.47884,0.960686,1.74529,-0.0957122,17.9956,-0.107568,-4.44062,-6.50917,-4.50229,0.0508949,22.2166,-3.56466,-4.86891,0.857761141
4.352239157,13.633,-1.72831,2.00903,1.48079,-0.0847854,15.522,-0.147074,-3.89539,-8.3086,-4.90333,0.0434718,21.3116,-4.24051,-4.55583,0.839536542
7.475353356,10.2057,-1.95079,2.94282,1.1826,-0.0761368,12.2929,-0.166169,-3.24764,-10.0019,-5.26829,0.0378063,20.5794,-4.8635,-4.27737,0.820399287
2.250542311,27.2234,3.69199,-35.6634,2.62745,0.378081,18.2142,1.0964,-5.19623,11.2062,25.7369,-0.0231645,27.2331,13.9388,-12.8873,0.859556327
